courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
17600,50081,5084,"1,0,1,1,0,1,0,1,1,0","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",12,20
17600,50086,5105,"1,1,1,1,1,1,1,1,1,0","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50080,5070,"1,1,1,1,1,0,0,1,1,1","1_1_2,1_1_1,1_1_3,1_2_5,1_2_2,1_3_2,1_2_8,1_2_1,1_2_3,1_2_4,1_2_6,1_2_7",16,20
17600,50086,5062,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50081,5077,"1,1,1,0,1,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50081,5087,"1,0,1,1,0,1,1,1,0,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",14,20
17600,50081,5078,"1,0,0,1,0,1,1,1,1,0","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",12,20
17600,50081,5107,"1,1,0,1,1,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",18,20
17600,50081,5057,"1,0,1,1,1,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,-1,5095,"1,1,0,1,1,1,1","3_7_2,3_2_3,3_1_1,3_1_3",12,14
17600,50081,5066,"1,1,1,1,1,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",18,20
17600,50081,5114,"1,1,1,1,1,1,1,0,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",18,20
17600,50081,5082,"1,0,1,1,1,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50086,5067,"1,1,1,0,0,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50081,5074,"1,0,1,1,1,1,0,0,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",14,20
17600,-1,5095,"1,1,1","1_2_3,1_2_4,1_2_5,1_2_6,1_2_7,3_1_3,4_2_4,4_2_5",6,6
17600,50086,5086,"1,1,1,1,0,1,1,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50081,5094,"1,1,1,1,0,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50081,5090,"1,1,1,1,1,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",20,20
17600,50086,5088,"1,1,1,1,1,1,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50081,5098,"1,0,1,1,0,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,-1,5095,"1,1,1,1","1_2_5,1_2_6,1_2_7,1_2_3,1_2_4",8,8
17600,50081,5056,"1,0,1,1,1,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",18,20
17600,50080,5115,"1,1,0,1,0,1,1,1,0,1","1_1_2,1_1_1,1_1_3,1_2_5,1_2_2,1_3_2,1_2_8,1_2_1,1_2_3,1_2_4,1_2_6,1_2_7",14,20
17600,50081,5119,"1,1,1,1,1,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",20,20
17600,-1,5095,0,"1_2_3,1_2_4,1_2_5,1_2_6,1_2_7",0,2
17600,50086,5080,"1,1,1,1,0,1,1,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,-1,5095,"1,1,1,1","1_2_5,1_2_6,1_2_7,1_2_3,1_2_4",8,8
17600,50081,5083,"1,0,0,0,1,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",14,20
17600,50081,5102,"1,0,1,1,0,1,1,1,1,0","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",14,20
17600,50086,5089,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50081,5055,"1,0,1,1,1,1,1,1,0,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50086,5097,"1,1,1,1,1,0,0,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50080,5060,"0,1,1,1,1,1,1,1,1,0","1_1_2,1_1_1,1_1_3,1_2_5,1_2_2,1_3_2,1_2_8,1_2_1,1_2_3,1_2_4,1_2_6,1_2_7",16,20
17600,50086,5103,"1,1,1,1,1,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50081,5081,"1,0,1,1,1,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50086,5071,"1,1,1,1,1,0,1,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50086,5110,"1,1,1,0,1,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5108,"1,1,1,0,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5068,"1,1,1,1,0,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5116,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50081,5065,"1,1,1,1,1,1,0,1,1,0","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50086,5091,"1,1,1,1,0,1,1,0,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5092,"1,1,1,0,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50086,5063,"0,1,1,1,0,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",12,20
17600,50086,5067,"0,0,1,1,0,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",12,20
17600,50087,5106,"1,1,0,1,1,0,0,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",12,20
17600,50086,5069,"1,1,1,1,0,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5111,"1,0,1,1,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50087,5064,"1,1,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50081,5115,"1,0,1,1,1,1,1,1,0,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50086,5075,"1,1,1,1,1,0,1,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50081,5093,"1,0,1,1,0,1,1,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50087,5058,"1,1,1,1,1,0,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50081,5073,"1,0,1,1,1,1,0,1,1,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",16,20
17600,50086,5109,"1,1,1,1,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50086,5096,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50086,5079,"1,0,0,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50087,5103,"1,1,0,1,1,1,1,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50086,5084,"1,0,1,0,0,0,1,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",10,20
17600,50087,5108,"1,0,0,1,1,1,1,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50088,5061,"1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50086,5089,"1,0,0,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50087,5088,"1,1,1,1,1,0,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5076,"1,1,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50081,5060,"1,1,1,1,1,0,1,1,0,0","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",14,20
17600,50087,5112,"1,1,0,1,1,1,0,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50086,5098,"1,1,1,0,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50086,5099,"1,1,1,0,0,1,1,1,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5087,"1,1,1,1,0,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50087,5062,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50086,5072,"1,0,1,1,0,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",12,20
17600,50086,5101,"1,1,1,1,1,1,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50086,5082,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50081,5070,"1,0,1,0,1,0,0,0,0,1","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",8,20
17600,50088,5106,"1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",28,40
17600,50087,5061,"1,1,1,1,1,0,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5079,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50086,5119,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50081,5080,"1,0,0,0,0,1,1,1,0,0","2_4_1,2_1_1,6_1_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,2_1_2,2_2_2",8,20
17600,50088,5104,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50086,5074,"1,1,1,0,0,1,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50088,5113,"1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50087,5112,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5116,"1,0,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5086,"1,1,0,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50087,5110,"0,1,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50087,5059,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50088,5085,"1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50087,5089,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5095,"0,1,1,1,1,1,0,0,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50086,5057,"1,0,1,0,0,1,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50087,5111,"1,0,0,1,1,1,0,1,0,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",10,20
17600,50088,5058,"1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50087,5109,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5091,"1,0,1,1,1,1,1,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50087,5097,"1,1,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5068,"1,0,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50087,5067,"0,0,0,1,1,1,0,0,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",10,20
17600,50086,5081,"1,1,1,1,1,1,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50086,5083,"1,1,1,1,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50087,5115,"1,0,0,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50087,5080,"0,0,0,1,1,0,0,0,0,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",6,20
17600,50086,5066,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50088,5064,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5063,"1,1,1,1,1,1,1,0,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50086,5078,"1,1,1,1,1,0,1,0,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50086,5094,"1,1,1,0,1,0,0,1,1,0","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",12,20
17600,50086,5093,"1,1,1,1,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50088,5112,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50087,5085,"1,1,1,1,1,0,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50086,5084,"0,0,1,1,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",12,20
17600,50088,5059,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50088,5114,"1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50087,5113,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50086,5073,"1,1,1,0,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50086,5065,"1,1,1,1,0,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50087,5075,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50086,5070,"1,1,1,1,0,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50088,5102,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5104,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50086,5077,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50087,5105,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50086,5107,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50088,5071,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50087,5072,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5069,"1,1,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5084,"0,0,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50086,5056,"1,0,1,1,0,0,0,0,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",8,20
17600,50086,5090,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
