courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
17600,50087,5098,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5084,"0,0,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50087,5096,"0,1,0,1,1,1,1,0,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50086,5060,"1,0,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,50088,5092,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5101,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5114,"1,1,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50088,5076,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50088,5079,"1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50088,5103,"1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50088,5116,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5073,"1,0,0,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50087,5093,"0,0,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50086,5055,"1,0,1,1,0,0,0,0,0,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",8,20
17600,50088,5105,"1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50088,5108,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50087,5087,"1,1,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50088,5089,"1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5057,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5070,"1,1,0,1,1,1,0,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50087,5119,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5099,"1,1,1,1,1,0,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5082,"1,1,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50088,5086,"1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50088,5110,"1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50088,5097,"1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50088,5115,"1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",28,40
17600,50088,5067,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5071,"1,1,0,1,1,0,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50087,5074,"0,0,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50088,5088,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50087,5060,"1,0,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5094,"1,0,0,1,1,1,1,1,0,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",12,20
17600,50087,5081,"1,1,0,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50088,5062,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,-1,5108,"0,0,1,1,0,0,0","3_7_2,3_2_1",4,14
17600,50088,5075,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50087,5078,"1,0,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50088,5111,"1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",28,40
17600,50087,5066,"1,1,1,1,1,1,0,0,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,50087,5065,"1,1,0,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",16,20
17600,-1,5108,"1,1,1,1,0,1,0","3_7_2,3_2_1",10,14
17600,-1,5108,"1,1,1,1,1,1,1","3_7_2,3_2_1",14,14
17600,50086,5090,"1,0,0,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",14,20
17600,50088,5091,"1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50090,5112,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5115,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5058,"1,0,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50088,5109,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50088,5095,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50087,5092,"1,1,0,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50087,5107,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50087,5083,"1,1,1,1,1,1,0,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",18,20
17600,50090,5104,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50087,5077,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50090,5059,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5061,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50088,5073,"1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50088,5068,"1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50088,5101,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50090,5091,"1,1,0,0","4_2_4,4_2_5,3_1_3",4,8
17600,50086,5056,"1,0,0,0,1,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",10,20
17600,50085,5058,"1,0,0,0,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",2,20
17600,50088,5098,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50085,5115,"0,0,0,0,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",0,20
17600,50088,5072,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50089,5106,"0,0,1,1,1,1,0,0,1,1,1,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50088,5063,"1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",30,40
17600,50088,5096,"1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50088,5069,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50090,5091,"1,1,0,0","4_2_4,4_2_5,3_1_3",4,8
17600,50090,5106,"1,0,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50088,5119,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50087,5090,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50085,5060,"0,0,0,0,1,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",2,20
17600,50086,5102,"1,1,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",18,20
17600,50085,5061,"0,0,0,0,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",0,20
17600,50085,5059,"0,0,1,1,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",4,20
17600,50085,5058,"1,0,0,0,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",2,20
17600,50085,5058,"1,0,0,0,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",2,20
17600,50090,5095,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5102,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50085,5112,"0,0,0,0,0,0,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",0,20
17600,50089,5113,"1,1,0,1,0,0,0,1,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50089,5064,"1,1,1,1,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",24,24
17600,50088,5093,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50090,5105,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5113,"1,0,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50088,5057,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50088,5066,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50090,5064,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50087,5055,"1,0,1,1,1,1,0,1,1,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",14,20
17600,50088,5099,"1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50089,5106,"0,0,1,1,1,1,1,0,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50088,5107,"1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50088,5070,"1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50091,5113,"1,1,0,1,0,1,0,0,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50088,5065,"1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",30,40
17600,50090,5092,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50085,5060,"0,0,0,0,1,0,0,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",4,20
17600,50088,5087,"1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",32,40
17600,50088,5078,"1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",30,40
17600,50089,5091,"1,1,1,0,0,0,1,0,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50089,5115,"1,1,0,0,0,1,0,0,1,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",12,24
17600,50089,5086,"0,0,1,1,0,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50085,5106,"1,1,1,1,1,1,1,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50089,5080,"0,0,1,1,0,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50089,5108,"0,1,1,0,0,0,1,0,1,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",12,24
17600,50088,5081,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50088,5084,"1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50090,5086,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5097,"1,1,1,0,1,1,1,1,0,1,0,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",16,24
17600,50085,5058,"1,0,0,0,1,1,0,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",8,20
17600,50089,5076,"1,1,1,0,1,1,1,0,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5073,"0,0,1,1,1,0,0,0,1,0,0,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",8,24
17600,50090,5084,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5097,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5079,"1,0,1,0,1,0,1,1,1,1,0,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50089,5085,"0,0,1,0,1,0,0,0,1,0,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",8,24
17600,50090,5098,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5099,"1,0,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50090,5110,"1,1,1,0","4_2_4,4_2_5,3_1_3",6,8
17600,50090,5073,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50087,5102,"1,1,1,1,1,1,1,1,1,1","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",20,20
17600,50088,5082,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",36,40
17600,50089,5068,"1,1,1,0,0,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50090,5101,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5109,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5071,"1,0,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50090,5085,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50088,5074,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",40,40
17600,50090,5076,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5107,"0,1,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50090,5087,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5062,"1,1,1,0,1,1,1,0,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,-1,5115,"1,1,0,0,1,1,1","3_2_1,3_7_5,3_3_2,3_4_1,3_2_4,2_1_2,3_2_3",10,14
17600,50090,5079,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50085,5064,"1,1,1,1,1,1,1,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",20,20
17600,50090,5111,"1,1,1,0","4_2_4,4_2_5,3_1_3",6,8
17600,50087,5108,"0,0,1,1,1,1,1,1,0,0","3_3_4,3_7_2,3_2_1,3_1_2,3_1_3,3_7_1,4_2_4,3_7_3,3_4_3",12,20
17600,50090,5062,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5105,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5068,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5089,"1,0,1,0,1,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50090,5108,"1,1,0,0","4_2_4,4_2_5,3_1_3",4,8
17600,50088,5080,"1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",24,40
17600,50090,5089,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5075,"1,1,1,1,1,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",22,24
17600,50089,5067,"1,1,1,0,1,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5103,"1,1,1,0,1,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5088,"1,0,1,0,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5104,"1,1,1,0,0,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5058,"1,0,1,0,1,0,0,1,1,0,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50090,5075,"1,0,1,1","4_2_4,4_2_5,3_1_3",6,8
17600,50090,5103,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
